,_id,_source.covered_area,_source.floor,_source.lease_duration_expected,_source.location.lat,_source.location.lon,_source.lock_in_period,_source.maintenance_charges,_source.no_of_balconies,_source.no_of_bathrooms,_source.plot_area,_source.rent_expected,_source.security_deposit,_source.servant_room,_source.servant_room_with_toilet,_source.total_floors,_source.type_of_accomodation
0,18652885-f1f4-4464-a20e-566301c73420,1400,3,36,28.544822,77.259317,12,5000,2,3,1800,75000,225000.0,1,1,3.0,3
1,16ef1b28-67b3-eb98-ae66-5679580ac934,2100,1,24,28.56993,77.269141,12,15000,2,3,2700,100000,300000.0,1,1,3.0,3
2,1b4d7262-d47f-963e-340b-564f129ef0fc,6900,0,24,28.460584,77.057885,12,20000,7,6,7500,200000,400000.0,1,1,13.0,5
3,1bc1aa7b-ea59-346a-1869-5698e4bb4aec,1500,1,36,28.56027,77.219244,12,0,2,3,1953,100000,200000.0,1,1,3.0,3
4,1f31ea3c-6784-aa7b-a233-56922dd470ed,5000,0,24,28.591322,77.354699,12,0,6,6,3600,200000,400000.0,1,1,2.0,5
5,1cc9f4a9-4b8c-19b9-2570-56828503c6e2,1100,2,12,28.562288,77.248702,12,0,0,2,1200,32000,32000.0,0,0,3.0,2
6,25c3d734-06af-35aa-2318-568e04ea7cbd,1600,1,24,28.629714,77.216029,12,0,2,3,2000,210000,630000.0,0,0,3.0,3
7,22ad21ed-63ff-9a90-3d63-5677f736fe45,4000,0,12,28.570059,77.271813,12,0,2,7,2700,200000,600000.0,1,1,1.0,6
8,25dd9495-4966-71be-248f-567fb670d849,2300,1,36,28.550671,77.234859,12,0,5,3,4590,80000,160000.0,1,1,2.0,3
9,240698e8-4b96-5f2c-73cc-5672b64588f3,1400,2,24,28.579701,77.246096,12,0,3,3,1800,60000,120000.0,1,1,3.0,3
10,249ccab9-5069-ec83-3b7a-56767aba468f,1400,1,24,28.509027,77.16609,12,0,2,3,1600,38000,76000.0,1,1,2.0,3
11,2817cb08-3bd2-ab40-5095-56827f10052b,3500,2,12,28.568168,77.269238,12,0,2,3,4500,125000,375000.0,1,1,2.0,3
12,2a20cb51-e6ae-4035-46a9-569b5c3b9ae0,1500,1,24,28.562344,77.363487,12,0,1,4,2140,25000,50000.0,1,1,2.0,4
13,34f6e52f-8c50-3fa7-813c-568e011bb307,3200,3,24,28.544588,77.258957,12,0,1,4,4500,300000,600000.0,1,1,3.0,4
14,44fa0493-24b9-c904-64e9-56922c3b0c7b,2200,2,24,28.556464,77.220147,12,0,3,4,3600,140000,280000.0,1,1,2.0,4
15,43214bf4-8b44-6661-3a5a-5652c09cc908,1550,2,24,28.549626,77.237519,12,4500,2,4,1980,75000,225000.0,1,1,3.0,3
16,3fc7f35d-2c63-0562-a081-5682812f83fc,3200,3,12,28.567767,77.271029,12,10000,2,4,4500,135000,270000.0,1,1,3.0,4
17,54334e4b-d8d5-32ca-25f5-56a9b5e6baff,1400,2,36,28.558792,77.20206,12,0,1,2,4500,55000,110000.0,0,0,3.0,2
18,4505ca01-bf61-3425-1d94-567bafbc5f8c,1200,3,24,28.52166,77.207319,12,0,1,3,1350,50000,100000.0,0,0,3.0,3
19,ba68c52c-0b85-9018-762e-5672b3e47e42,1400,0,0,28.554421,77.244755,0,0,0,3,1800,75000,150000.0,0,0,2.0,3
20,bd4f08f0-bb69-fe6a-0fd7-5657068a6f8b,1350,2,24,28.712681,77.140573,12,500,2,2,1500,25000,50000.0,0,0,3.0,3
21,bee34b06-65a1-5330-d59e-56790d98c809,3500,2,12,28.570134,77.270852,12,0,2,4,4500,80000,160000.0,0,0,2.0,4
22,c4ad767c-f21d-2489-f7f2-568bca9ed047,3000,1,36,28.556395,77.21845,24,2000,6,5,7200,300000,600000.0,1,1,3.0,4
23,c594852d-7259-69fe-696c-56530b3177bd,3100,1,24,28.56233,77.167387,12,6000,3,5,5400,200000,600000.0,1,1,2.0,3
24,6f582e0a-d5f2-58a2-8e0b-56891e292b77,1400,2,24,28.536563,77.244542,12,0,1,2,2700,40000,80000.0,0,0,2.0,2
25,70a8c43c-fcba-6483-1078-568cc38258e8,1400,0,24,28.538818,77.257202,12,0,0,3,1800,45000,90000.0,0,0,2.0,3
26,719eec77-9094-1c99-63c3-566bb78a893a,1600,0,24,28.558043,77.200922,11,0,0,3,1800,70000,210000.0,0,0,2.0,3
27,71b73974-47c8-17b6-7769-5697929eac4d,1500,0,24,28.5718,77.339067,12,0,0,3,1800,40000,80000.0,1,1,1.0,3
28,770c8e9c-878e-eccd-f883-56a35c97457f,850,3,24,28.534288,77.218425,12,0,1,2,918,50000,100000.0,1,1,3.0,2
29,7a72e785-cc54-1e4b-d5ea-5685023dc748,2500,2,24,28.54796,77.237706,12,0,3,3,4500,80000,240000.0,1,1,2.0,3
30,97aa4d7a-3e95-cba5-de49-5660480730c5,3000,2,24,28.565365,77.162666,12,0,2,3,5400,200000,600000.0,0,0,3.0,4
31,9c5385ee-1f05-a79c-4634-5669610ca529,1300,2,24,28.533653,77.245023,12,0,3,2,4050,50000,100000.0,0,0,2.0,2
32,9d898835-ebf3-324a-0d21-56826dc9b8b8,1500,3,36,28.529844,77.245167,12,0,4,3,2250,70000,210000.0,0,0,3.0,2
33,5c6d45a3-3a28-2c40-490f-568b8feb0df6,800,1,12,28.533604,77.245792,12,0,1,1,2700,27000,54000.0,0,0,1.0,1
34,5f8f1d39-c5b9-6921-8749-569a039aeaad,1500,1,36,28.530397,77.246527,12,0,1,2,1872,55000,110000.0,0,0,2.0,3
35,60ef02ed-1a9b-1036-67a3-564851287ac4,2400,0,24,28.544971,77.242295,12,0,1,4,450,100000,200000.0,1,1,3.0,4
36,646e23d7-66b1-98de-c9ec-565d4a42cbbc,2200,2,24,28.562428,77.263435,12,2500,4,4,4500,110000,220000.0,1,1,3.0,3
37,8d751880-3244-f9c0-abf5-567a81650e0b,2600,2,24,28.569339,77.269713,12,0,5,4,4500,200000,400000.0,1,1,3.0,4
38,90bd9798-d1b8-57d3-01d7-566d36e12b3a,1400,2,12,28.620693,77.369969,12,2500,4,2,1500,25000,50000.0,0,0,4.0,3
39,934b1bdd-25cc-75f6-0134-56702c80c7e3,9000,0,24,28.553594,77.203096,12,10000,2,6,1000,450000,900000.0,1,1,2.0,4
40,935b8e41-a41f-f4b7-e010-568283891437,1400,1,36,28.544822,77.259317,12,5000,2,3,1800,75000,225000.0,1,1,3.0,3
41,7e3f52cb-5ce5-a436-1617-568a405bf895,2200,1,36,28.534156,77.24086,24,0,3,3,2700,85000,510000.0,1,1,2.0,3
42,7fcf476c-4a73-e936-7e62-568bcb7c88dd,2800,1,36,28.557501,77.218481,24,10000,5,4,7200,275000,825000.0,1,1,3.0,4
43,8626b654-ca56-9349-826d-5661b47642d2,500,3,12,28.538725,77.257564,12,0,1,1,1800,17000,34000.0,0,0,3.0,1
44,87c93626-f007-a210-21f3-5672bbf10597,2100,2,24,28.545795,77.253428,12,0,2,4,2700,70000,140000.0,1,1,3.0,4
45,88936101-690d-b1b9-0c8a-568230610bd7,1306,1,36,28.550858,77.242301,12,3000,2,2,1980,35000,105000.0,1,0,2.0,3
46,b1c51fa5-8ca0-ea08-da3d-568caaad9fff,2800,1,36,28.555073,77.213358,24,0,5,4,4500,250000,750000.0,1,1,3.0,4
47,dd59313c-de4d-5613-b470-56711ea5636f,2800,1,24,28.56235,77.204372,12,0,3,4,3600,80000,240000.0,0,0,2.0,4
48,de5309e2-434b-b8cb-2a8e-566d50da41c4,1300,0,11,28.55777,77.253301,6,0,0,2,1800,40000,80000.0,1,1,2.0,3
49,df9b8874-4f83-18ec-0bba-567d0562caca,1500,2,24,28.572792,77.262188,12,0,3,2,7200,100000,200000.0,1,1,2.0,2
50,e17a21c9-f232-9441-af3c-567cc40ef2dc,1000,0,24,28.560625,77.254735,12,0,0,3,1125,32000,64000.0,1,1,1.0,2
51,e5972ae7-04de-e9fb-b1df-567181bc2d0e,1200,3,24,28.549747,77.201582,12,0,1,2,3150,30000,90000.0,0,0,3.0,2
52,c68481bd-8d25-ce94-ac3d-567811d7db7b,4800,0,24,28.564988,77.249238,12,0,0,5,2250,175000,350000.0,1,1,2.0,5
53,c99a34bf-d69a-fb51-4719-567a8c4f20ab,900,3,12,28.564418,77.248992,12,0,1,1,1125,12000,24000.0,0,0,3.0,2
54,cbf0050c-e8c0-c6d2-3d46-56825b3fc583,1200,1,24,28.548183,77.232821,12,0,2,3,1872,70000,140000.0,1,1,2.0,3
55,cf095707-883b-5b1a-1f1e-56741c883ce6,1600,1,35,28.584643,77.241494,11,5200,2,3,1800,100000,200000.0,1,1,3.0,3
56,cfcff650-d5cc-9cc7-dccb-5699ef7ea98d,2250,3,36,28.530487,77.246356,12,10000,1,4,2700,150000,300000.0,1,1,3.0,4
57,d005c702-0d07-18e7-3ce3-56850614b759,2000,1,36,28.547508,77.232196,24,0,1,3,4500,70000,140000.0,1,1,2.0,4
58,e5ea0a12-9455-2364-46ac-569a0237a8e1,1600,1,36,28.532658,77.246378,12,0,1,3,1872,55000,110000.0,0,0,2.0,3
59,d896d7d8-e70f-7aff-7fb7-5662f6e18da7,800,1,24,28.553898,77.240822,12,0,0,2,2250,35000,70000.0,0,0,3.0,2
60,d9c1781a-f7cb-bad4-f919-565d699cd472,1700,1,24,28.544715,77.228448,12,0,2,3,2385,80000,240000.0,1,1,2.0,3
61,31c8d0a3-71fe-2216-91eb-56740c18021b,575,2,12,28.563763,77.23695,12,0,2,1,1125,17000,17000.0,0,0,2.0,1
62,345dd4f1-a73c-2bed-62b4-56a2207697af,2000,2,36,28.556716,77.233832,12,10000,2,4,2700,85000,170000.0,1,1,3.0,4
63,1e59e1b8-3bc2-a0aa-50d4-569caf18cb13,2200,1,36,28.574915,77.233541,12,0,1,3,2925,120000,240000.0,1,1,2.0,3
64,46c880ef-b4f4-58d0-80f4-569df6a47535,4000,0,36,28.578234,77.171213,12,0,4,4,3600,400000,800000.0,1,1,2.0,3
65,19db1a6e-9fb7-0292-625a-5698d709ada1,2000,3,24,28.568141,77.229347,12,20000,1,3,2925,200000,400000.0,1,1,3.0,3
66,2d57c24a-d2ec-6cb0-d006-56938ced8af0,1500,1,36,28.580784,77.165062,12,0,1,3,1800,70000,140000.0,0,0,2.0,3
67,44f4695f-5854-4fc1-b3c8-56925106a3b4,1400,1,24,28.581412,77.164447,12,0,2,3,2250,90000,180000.0,1,1,2.0,2
68,2fd8aa14-3602-9e9f-4067-569cec80b49b,1500,2,36,28.550372,77.242024,12,0,2,3,1872,60000,120000.0,1,1,3.0,3
69,4c07cde8-9847-cf11-19e9-567fa958638b,1800,3,24,28.56702,77.231246,12,0,3,4,2925,230000,460000.0,1,1,3.0,3
70,201800ed-87e2-9ac5-5c5f-56961ee30a90,1500,1,24,28.577379,77.232228,12,1000,2,3,1953,110000,220000.0,0,0,3.0,3
71,9db38bd4-7b29-27c4-f156-569cc5dae5a2,1500,0,24,28.549052,77.240673,12,0,2,3,1872,70000,140000.0,1,1,3.0,3
72,a611067d-d695-e3e5-c0f7-568cdfaa559e,2800,1,24,28.574402,77.163332,12,15000,4,6,9000,365000,950000.0,1,1,3.0,4
73,b8799613-a6b9-2c2d-36ea-568f7a5017a8,2200,2,24,28.578277,77.16379,12,15000,1,4,3420,250000,500000.0,1,1,2.0,3
74,e03481d5-cb76-55a3-9767-568b779c273f,1600,1,36,28.551203,77.204838,24,0,2,3,2000,65000,130000.0,1,1,2.0,3
75,ce5e5103-4441-8165-0941-56ab07e7dabf,1500,3,24,28.536446,77.239831,12,15000,2,3,2250,90000,270000.0,0,0,3.0,3
76,5a3e41ea-aef7-8a29-d1bb-56a3635fd03a,1500,3,24,28.549052,77.240673,12,0,2,3,1872,70000,140000.0,1,1,3.0,3
77,5688ff0c-9597-be54-7176-56910d42d82c,2000,1,24,28.57424,77.162815,12,2000,3,4,3600,150000,300000.0,1,1,2.0,4
78,a086f58b-e5b5-5702-47c1-56765ac54594,1400,2,12,28.571814,77.218833,12,0,2,2,1800,40000,80000.0,0,0,2.0,2
79,96fe687d-6af0-1bf6-ec05-5694fad61319,700,2,24,28.593188,77.33489,12,0,2,2,1008,10500,10500.0,0,0,2.0,2
80,7fa5a044-71eb-f2e2-02ad-569b3d153181,1600,1,36,28.551664,77.357765,12,0,3,3,2675,24000,48000.0,1,1,2.0,3
81,50fb23e3-1f35-b69e-5e7a-56b3347c7fb5,1400,1,36,28.574944,77.166129,12,0,3,3,4500,150000,300000.0,0,0,2.0,3
82,a2688a48-0596-834b-121f-56bed8fdfcdf,2100,1,24,28.595653,77.230176,12,7000,1,2,3375,200000,400000.0,0,0,2.0,3
83,54b5376e-a0c6-7209-1979-56bc91c4a7d9,2100,1,24,28.586105,77.214863,12,0,1,2,3375,100000,200000.0,0,0,2.0,3
84,5cc5ef89-e94a-255f-ae64-56d43bde993c,1200,2,24,28.56822,77.228111,12,0,1,2,2925,125000,250000.0,0,0,2.0,2
85,324acfa7-6aed-dfbb-5186-56c2f2f8d0b0,800,0,24,28.56822,77.228111,12,0,0,1,2925,100000,100000.0,0,0,2.0,1
86,12153f6b-d033-b592-ad3d-56c1d5ed5403,400,3,24,28.551109,77.205771,12,0,2,1,900,25000,50000.0,0,0,3.0,1
87,cb8765e0-5946-5fda-db08-56c976fd8faa,1400,1,24,28.557533,77.24408,12,0,2,3,1800,50000,100000.0,0,0,3.0,3
88,a281e679-1dfc-730b-13f6-56e14204d2eb,1250,1,24,28.572923,77.219717,12,0,2,2,1800,35000,70000.0,0,0,2.0,2
89,62688d55-30c3-de63-b731-563b52af56b1,3200,1,24,28.570591,77.270294,12,6000,1,4,4500,70000,140000.0,1,1,3.0,4
90,9d001dbc-3ab0-b5c1-987a-5646e13a9451,2200,1,11,28.563409,77.350458,0,1500,3,3,2835,40000,120000.0,1,1,2.0,3
91,9869064b-fbd5-68a0-d6fa-56cecd07ef1b,1250,0,24,28.572923,77.219717,12,0,2,2,1800,40000,80000.0,0,0,2.0,2
92,14c59d9d-c29e-85be-7a14-563cb13bd9d3,4400,0,24,28.564197,77.264569,12,11000,4,6,6750,175000,350000.0,1,1,2.0,5
93,2be813c1-df59-b79c-b51d-56643edaf776,1500,1,24,28.575736,77.230745,12,0,1,3,1953,83000,166000.0,0,0,3.0,3
94,9d7e715a-7b90-79ab-4917-565d3ba4ebaa,1800,0,36,28.579829,77.166646,12,20000,3,4,2700,250000,750000.0,0,0,2.0,3
95,e85f7042-6e1c-d03e-1501-565161be07e8,2600,2,24,28.561801,77.158414,6,0,3,4,5400,150000,450000.0,1,1,2.0,4
96,e7f87031-9589-bba6-5eeb-56584851076b,2800,0,24,28.556139,77.276506,12,0,0,3,4500,90000,270000.0,1,1,2.0,3
97,19eaebb7-0a3c-740c-2f70-5652c22bbf9d,2100,2,24,28.520091,77.209175,12,0,3,4,2700,85000,250000.0,0,0,3.0,4
98,5841bdca-ef20-9d70-2b42-5664143416dc,1600,2,24,28.558216,77.36806,12,0,2,2,2153,19000,38000.0,0,0,2.0,3
99,5659dbf5-4e30-d293-f0e7-5663007a8c24,1500,1,36,28.54388,77.254781,11,0,3,3,1980,40000,80000.0,0,0,2.0,3
100,71de57cb-6323-1b08-89c9-5704b029e6e2,2100,3,24,28.537754,77.199895,12,8000,4,4,3600,125000,250000.0,1,1,3.0,4
101,52ff6a35-f429-4827-fe72-56fa1c262152,2400,2,24,28.559956,77.19852,12,0,1,2,4500,100000,200000.0,0,0,2.0,2
102,13c951c8-c80a-fc41-166d-5704e53fd2c0,1200,1,24,28.561545,77.190991,12,0,2,2,1800,55000,110000.0,0,0,2.0,2
103,75b93112-2d37-8c54-ecd6-56e3de656b42,1300,2,24,28.563286,77.191155,12,7500,2,3,2250,75000,150000.0,0,0,3.0,2
104,c7027806-0694-6b8a-cd42-56e145206fa5,1200,1,24,28.561293,77.158285,12,0,1,1,3600,55000,110000.0,0,0,2.0,1
105,e2f69730-2cf4-7e55-141e-56f9136d0518,1200,2,24,28.573291,77.221942,12,0,1,2,2700,35000,70000.0,0,0,2.0,2
106,30223856-77c1-214f-6b58-566acf9a2bec,4500,0,36,28.579626,77.163443,12,0,2,5,3870,350000,1000000.0,1,1,2.0,6
107,a1251d5e-8fa6-1700-27fb-5672c77f72a9,3000,3,24,28.570636,77.261399,12,15000,3,4,4500,150000,300000.0,1,1,3.0,4
108,8d3bf2f8-50de-581c-34da-5663cc5e724e,1500,3,12,28.542064,77.252631,12,0,2,3,1800,65000,130000.0,1,1,3.0,3
109,1341804f-6d4f-5d53-6bd2-57075b313c3b,2200,2,24,28.545438,77.242528,12,2000,4,4,3600,70000,140000.0,1,1,3.0,4
110,ee964386-5543-5509-0893-570def723fb3,400,2,24,28.544011,77.25125,12,0,1,1,900,15000,30000.0,0,0,2.0,1
111,77e06499-62d5-e4aa-870b-56da7d623185,1200,0,24,28.570147,77.238318,12,0,2,2,1800,30000,60000.0,1,1,2.0,2
112,dad72400-d04e-81b6-34cf-566f97d09d37,2600,2,24,28.529359,77.203146,6,0,3,4,3600,225000,600000.0,1,1,3.0,4
113,c13631c2-5b21-f5a8-5116-5641dbf2f734,2800,3,24,28.555851,77.213624,12,0,1,3,4500,200000,600000.0,1,1,3.0,3
114,6af8ef69-26d4-2f4d-a1e4-56693b153859,3000,3,24,28.560097,77.162377,12,0,5,4,7200,100000,300000.0,1,1,3.0,4
115,f26a9448-7bb2-b9a3-08c2-5677e6310b75,2100,1,12,28.57056,77.270961,12,10000,2,4,2700,100000,200000.0,1,1,3.0,4
116,a5ff1596-5557-c730-0ec9-5674096bc99d,800,2,24,28.556952,77.259955,12,0,1,1,2250,35000,70000.0,1,1,2.0,1
117,144e9bea-0fde-7ed7-b335-56efe1384a31,1700,0,24,28.566773,77.196243,12,2000,0,3,2700,115000,130000.0,1,1,2.0,3
118,3bfa7c16-62d5-313f-f538-56efec1059c6,2700,3,24,28.544106,77.214925,12,8000,4,4,4500,200000,400000.0,1,1,3.0,4
119,4a771ab9-0943-ae4d-83f5-56bdcbb63ef7,2500,2,24,28.563185,77.27085,12,1500,0,4,4500,110000,220000.0,1,1,2.0,4
120,4cca6860-99c5-2ae2-53f7-56c470c1265b,25000,0,24,28.475736,77.095598,12,0,10,12,9000,1000000,2000000.0,1,1,2.0,8
121,6feb8253-7aee-01c1-55eb-56b8423ec378,2100,0,24,28.57763,77.166377,12,0,0,3,3600,90000,180000.0,1,1,2.0,3
122,71c8cad7-7c52-d795-571e-56e54eb70627,3429,0,24,28.563397,77.164119,12,0,0,3,5715,130000,260000.0,1,1,2.0,3
123,72d1b350-5873-b099-1730-56fd19c476d8,1350,0,24,28.535413,77.241291,12,0,0,3,2250,55000,110000.0,1,1,2.0,3
124,73dcf684-bb3e-4f82-40e4-56daa7338780,6500,0,24,28.561184,77.157009,12,0,4,7,5400,130000,260000.0,1,1,3.0,6
125,7498d540-18a6-4506-2682-56ceb2eabdcd,2000,3,24,28.551938,77.230556,12,2000,2,4,3240,95000,190000.0,1,1,3.0,4
126,74da57d2-4f9b-a158-e24f-56d68a477cf6,3500,0,24,28.575513,77.230329,12,0,2,5,1953,275000,550000.0,1,1,2.0,5
127,197c777e-5246-29c3-9cc1-56b70f13994a,1600,2,24,28.562088,77.166782,12,0,2,3,2394,70000,140000.0,1,1,2.0,3
128,34249033-6853-6eb6-541b-56f64ced51e4,3000,0,24,28.544392,77.245353,12,0,0,4,6300,150000,300000.0,1,1,2.0,4
129,26f8e989-0061-e698-c2a1-56dad7a71a77,2800,0,24,28.565818,77.161163,12,3000,0,4,5400,200000,400000.0,1,1,2.0,4
130,31d774c3-03cb-e9b3-0f01-56e12532b479,2600,0,24,28.560932,77.166931,12,0,0,4,3600,125000,250000.0,1,1,2.0,4
131,201d0ebf-5215-daf7-f205-56ab03a6db32,1200,1,24,28.538906,77.24162,12,0,1,3,2250,60000,120000.0,1,1,2.0,3
132,2e92690f-611a-3c79-8075-56fd18299ff9,1700,1,24,28.533897,77.246212,12,0,2,3,2700,55000,110000.0,1,1,2.0,4
133,368d87e6-cee9-cc9c-6d05-56d2bccd37ab,1400,1,24,28.538374,77.24138,12,0,1,3,2250,50000,100000.0,1,1,3.0,3
134,368b3261-63ec-3fe2-297a-56efc728a62f,1700,1,24,28.567203,77.228859,12,2500,2,3,2925,90000,180000.0,0,0,2.0,3
135,8682273a-73db-193c-df49-56c42fb6a8a8,2000,2,24,28.567755,77.22909,12,15000,3,4,2,200000,400000.0,1,1,3.0,3
136,87109b51-493a-d6fe-9c04-56fa28a8f11c,1800,1,24,28.578938,77.165053,12,15000,3,4,3600,230000,460000.0,1,1,3.0,4
137,89231f12-449c-b6bf-b1e9-56eba3c4c8cd,1800,0,24,28.5701363,77.2273532,12,0,1,3,2925,85000,170000.0,1,1,2.0,3
138,8d6d54a5-0b46-e5e1-2961-56b9d3c3624a,3000,3,24,28.564999,77.269767,12,0,4,5,4500,175000,350000.0,1,1,3.0,4
139,90dc78f1-1ff9-5887-aea4-56c6ae36c294,2800,0,36,28.478446,77.088964,12,1500,2,4,1800,90000,180000.0,0,0,1.0,4
140,95320d88-4b23-7ca2-1338-5703bcb46d53,2250,1,24,28.5593566,77.320205,12,8000,4,5,3600,300000,600000.0,1,1,3.0,4
141,96380739-9c20-20d4-4ea5-56a60cd027fd,1800,3,24,28.567791,77.228787,12,7000,2,3,2925,150000,300000.0,1,1,3.0,3
142,bfb3ce30-a633-26b0-aae4-56cd54c998aa,1800,1,36,28.572113,77.228456,12,6000,2,3,2925,225000,450000.0,1,1,3.0,3
143,c07b8180-a167-28aa-34d9-56b9d19dc7ca,2500,0,24,28.568621,77.270909,12,0,3,5,4500,200000,400000.0,1,1,1.0,5
144,9b224e88-7234-2d6a-319c-56deb0a075d1,1800,1,24,28.546936,77.197985,12,0,2,4,3375,95000,190000.0,1,1,2.0,4
145,9b5b7b57-e68c-7574-fcc1-56a9bf472f84,1800,0,24,28.567895,77.227231,12,0,0,3,2925,135000,270000.0,1,1,2.0,3
146,a795ba43-d30a-4014-5ab8-56b1df1282b6,3000,2,24,28.578429,77.167049,12,0,3,4,9000,250000,500000.0,1,1,2.0,3
147,a7d654b2-4590-238d-a1b8-56ea98b6c0d3,1500,1,24,28.5555458,77.2036732,12,0,3,4,1800,90000,180000.0,1,1,2.0,4
148,c7160768-2620-51fb-8e88-56ab3162974c,1600,3,36,28.417112,77.050973,12,5000,3,3,1800,45000,90000.0,1,1,12.0,3
149,c8e426fd-8905-2472-06f9-56d6bee88a58,1250,3,24,28.557608,77.24799,12,0,2,2,1350,33000,66000.0,1,1,3.0,2
150,c9498bb3-433b-68e0-a555-56cebf473b14,5400,0,36,28.563616,77.153018,12,0,4,8,3600,300000,600000.0,1,1,2.0,8
151,d6b46042-630d-3513-d1e0-56dad0d77e57,1600,0,24,28.559142,77.162504,12,0,0,3,3600,75000,150000.0,1,1,2.0,3
152,ddf545a4-e13f-06d5-407a-56a8747faffb,1800,0,24,28.569294,77.229946,12,13000,3,4,2925,140000,420000.0,1,1,3.0,3
153,5952591e-437f-c74e-becd-566eb44ab6c6,4300,0,24,28.557589,77.240567,12,0,4,7,3303,200000,600000.0,1,1,2.0,6
154,5b0d63ec-6c41-89b0-2f2f-5706427e675b,3000,0,24,28.57949,77.169421,12,0,0,4,5400,300000,600000.0,1,1,3.0,2
155,83a71bd7-1847-556b-5cb0-56e953ea3230,3200,0,24,28.65521,77.121763,12,0,0,4,5400,250000,500000.0,1,1,2.0,4
156,84622c61-be7a-46dd-8a59-56c5d01827fe,3000,0,24,28.533694,77.247075,12,0,0,4,2925,225000,500000.0,1,1,1.0,4
157,5112354a-fbfb-c87a-c8d6-565d3d7e3b1c,2200,3,36,28.578814,77.16424,12,10000,4,4,3465,200000,400000.0,0,0,3.0,4
158,bd80f261-6220-208b-2331-566967c35ccf,2100,3,36,28.543877,77.293639,24,6000,2,4,2700,100000,300000.0,1,1,3.0,3
159,70574244-5c8d-ec32-3085-56e4066b6659,2800,2,36,28.566603,77.220133,12,0,1,4,4500,150000,300000.0,1,1,3.0,4
160,f307d0e5-e1c2-9d2f-e8d9-56e3e744e131,3000,1,36,28.568069,77.222205,12,0,3,4,6000,150000,300000.0,1,1,1.0,4
161,debf3a13-3a06-d631-f5a1-56e117363aef,2400,2,24,28.563315,77.165072,12,0,4,5,5740,200000,400000.0,1,1,2.0,4
162,f016346d-fa83-f1ba-5968-56fa2901d9c2,2800,2,24,28.56164,77.155884,12,0,3,5,10800,350000,700000.0,1,1,3.0,4
163,54facf22-a08f-8c72-6f8f-56e158f3dc05,2800,1,24,28.566137,77.196559,12,0,3,3,4500,120000,240000.0,1,1,2.0,3
164,7287d3f2-5cd9-bc9b-fa60-564c2b3a07db,150,3,24,28.567792,77.224886,24,3000,3,3,1944,75000,150000.0,0,0,3.0,3
165,11cb4e37-d191-c3c2-00af-566024f51e50,2400,3,36,28.567343,77.275246,30,15000,4,5,4950,175000,525000.0,1,1,3.0,4
166,14f01920-d62a-3acc-c000-56741b7fbc50,3000,2,24,28.568786,77.275431,12,0,2,4,4500,150000,300000.0,1,1,3.0,4
167,318c3546-41d4-8488-b361-568286ac92ea,1100,3,12,28.562288,77.248702,12,0,0,2,1200,32000,32000.0,0,0,3.0,2
168,3044294e-330b-57ff-1957-5698e5642b74,1800,3,24,28.53317,77.245658,12,5000,2,4,2700,125000,375000.0,1,1,3.0,3
169,19cfc097-a14c-a841-8f75-567baffb11eb,800,2,12,28.560371,77.241345,12,0,1,2,900,22000,44000.0,0,0,2.0,2
170,389aacc9-20f1-306e-7135-568a54153cdf,2200,1,24,28.53531,77.242529,12,5000,4,4,3600,130000,260000.0,1,1,2.0,4
171,35ebd15b-5976-0859-cfcb-568f88cb7614,1500,0,36,28.56027,77.219244,12,0,2,3,1953,100000,200000.0,1,1,3.0,3
172,375c21db-6d49-f883-82ee-567a8d0520b0,1100,1,12,28.561955,77.248096,12,0,0,3,1260,32000,32000.0,0,0,3.0,3
